runId,status,seconds,gap,nodes,incumbent,bound
pricing-n020-set03-m2-family-base-n1-wwide-time_indexed,FINISHED,6868.989280,0.000000,35589,4400.000000,4400.000000
pricing-n020-set03-m2-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,1344.637989,0.000000,1,4400.000000,4400.000000
pricing-n020-set03-m3-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,0.894417,0.000000,1,2045.000000,2045.000000
pricing-n020-set03-m3-family-base-n1-wwide-time_indexed,FINISHED,33.573510,0.000000,222,2045.000000,2045.000000
pricing-n020-set03-m3-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,2.034954,0.000000,1,2045.000000,2045.000000
pricing-n020-set03-m4-family-base-n1-wwide-ng_dssr,FINISHED,8.105695,0.000000,150,1911.000000,1911.000000
pricing-n020-set03-m4-family-base-n1-wwide-time_indexed,FINISHED,20.295656,0.000000,309,1911.000000,1911.000000
pricing-n020-set03-m4-family-base-n1-wwide-time_indexed_sri,FINISHED,3.315549,0.000000,5,1911.000000,1911.000000
pricing-n020-set03-m2-family-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,2.688875,0.000000,1,161475.000000,161475.000000
pricing-n020-set03-m2-family-medium-n10-wzero-time_indexed,FINISHED,6874.629973,0.000000,6285,161475.000000,161475.000000
pricing-n020-set03-m2-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,578.025754,0.000000,1,161475.000000,161475.000000
pricing-n020-set03-m3-family-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,1.147720,0.000000,1,90353.000000,90353.000000
pricing-n020-set03-m3-family-medium-n10-wzero-time_indexed,ROOT_PROCESSED,0.827501,0.000000,1,90353.000000,90353.000000
pricing-n020-set03-m3-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,0.803994,0.000000,1,90353.000000,90353.000000
pricing-n020-set03-m4-family-medium-n10-wzero-ng_dssr,FINISHED,10.084003,0.000000,47,73713.000000,73713.000000
pricing-n020-set03-m4-family-medium-n10-wzero-time_indexed,FINISHED,18.858837,0.000000,75,73713.000000,73713.000000
pricing-n020-set03-m4-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,5.798205,0.000000,1,73713.000000,73713.000000
pricing-n020-set03-m2-family-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,3.503574,0.000000,1,95477.000000,95477.000000
pricing-n020-set03-m2-family-medium-n10-wnarrow-time_indexed,TIME_LIMIT,10800.041492,3.992585,9875,95477.000000,91665.000000
pricing-n020-set03-m2-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,288.962984,0.000000,1,95477.000000,95477.000000
pricing-n020-set03-m3-family-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,1.690860,0.000000,1,41734.000000,41734.000000
pricing-n020-set03-m3-family-medium-n10-wnarrow-time_indexed,FINISHED,3.905782,0.000000,10,41734.000000,41734.000000
pricing-n020-set03-m3-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.692885,0.000000,1,41734.000000,41734.000000
pricing-n020-set03-m4-family-medium-n10-wnarrow-ng_dssr,FINISHED,79.666947,0.000000,579,32402.000000,32402.000000
pricing-n020-set03-m4-family-medium-n10-wnarrow-time_indexed,FINISHED,817.989404,0.000000,4599,32402.000000,32402.000000
pricing-n020-set03-m4-family-medium-n10-wnarrow-time_indexed_sri,FINISHED,120.100513,0.000000,3,32402.000000,32402.000000
pricing-n020-set03-m2-family-medium-n10-wwide-ng_dssr,FINISHED,11.755941,0.000000,7,37579.000000,37579.000000
pricing-n020-set03-m2-family-medium-n10-wwide-time_indexed,TIME_LIMIT,10800.179752,16.041936,8936,37579.000000,31550.600823
pricing-n020-set03-m2-family-medium-n10-wwide-time_indexed_sri,TIME_LIMIT,10803.119263,20.809961,1,37579.000000,29758.824647
pricing-n020-set03-m3-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,1.720518,0.000000,1,18720.000000,18720.000000
pricing-n020-set03-m3-family-medium-n10-wwide-time_indexed,FINISHED,10.892406,0.000000,31,18720.000000,18720.000000
pricing-n020-set03-m3-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,4.337953,0.000000,1,18720.000000,18720.000000
pricing-n020-set03-m4-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,1.462603,0.000000,1,17800.000000,17800.000000
pricing-n020-set03-m4-family-medium-n10-wwide-time_indexed,FINISHED,2.593165,0.000000,6,17800.000000,17800.000000
pricing-n020-set03-m4-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.329250,0.000000,1,17800.000000,17800.000000
pricing-n020-set03-m2-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,5.505576,0.000000,1,422231.000000,422231.000000
pricing-n020-set03-m2-family-high-n20-wzero-time_indexed,FINISHED,5656.623272,0.000000,2268,422231.000000,422231.000000
pricing-n020-set03-m2-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,2035.244001,0.000000,1,422231.000000,422231.000000
pricing-n020-set03-m3-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,1.678495,0.000000,1,248173.000000,248173.000000
pricing-n020-set03-m3-family-high-n20-wzero-time_indexed,ROOT_PROCESSED,1.107125,0.000000,1,248173.000000,248173.000000
pricing-n020-set03-m3-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,1.082488,0.000000,1,248173.000000,248173.000000
pricing-n020-set03-m4-family-high-n20-wzero-ng_dssr,FINISHED,13.023966,0.000000,41,196106.000000,196106.000000
pricing-n020-set03-m4-family-high-n20-wzero-time_indexed,FINISHED,28.304841,0.000000,56,196106.000000,196106.000000
pricing-n020-set03-m4-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,19.661647,0.000000,1,196106.000000,196106.000000
pricing-n020-set03-m2-family-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,5.607782,0.000000,1,274850.000000,274850.000000
pricing-n020-set03-m2-family-high-n20-wnarrow-time_indexed,TIME_LIMIT,10800.033444,7.375174,2498,274850.000000,254579.333333
pricing-n020-set03-m2-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,2044.042394,0.000000,1,274850.000000,274850.000000
pricing-n020-set03-m3-family-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,2.096776,0.000000,1,122142.000000,122142.000000
pricing-n020-set03-m3-family-high-n20-wnarrow-time_indexed,FINISHED,2.481672,0.000000,2,122142.000000,122142.000000
pricing-n020-set03-m3-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.892842,0.000000,1,122142.000000,122142.000000
pricing-n020-set03-m4-family-high-n20-wnarrow-ng_dssr,FINISHED,307.128363,0.000000,1078,90134.000000,90134.000000
pricing-n020-set03-m4-family-high-n20-wnarrow-time_indexed,FINISHED,781.190655,0.000000,1999,90134.000000,90134.000000
pricing-n020-set03-m4-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,326.298696,0.000000,1,90134.000000,90134.000000
pricing-n020-set03-m2-family-high-n20-wwide-ng_dssr,ROOT_PROCESSED,5.806110,0.000000,1,106443.000000,106443.000000
pricing-n020-set03-m2-family-high-n20-wwide-time_indexed,TIME_LIMIT,10800.032343,12.898587,4494,106443.000000,92713.356643
pricing-n020-set03-m2-family-high-n20-wwide-time_indexed_sri,TIME_LIMIT,10800.150531,10.739623,1,106443.000000,95011.422960
pricing-n020-set03-m3-family-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.544070,0.000000,1,45050.000000,45050.000000
pricing-n020-set03-m3-family-high-n20-wwide-time_indexed,FINISHED,41.479316,0.000000,99,45050.000000,45050.000000
pricing-n020-set03-m3-family-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,17.338627,0.000000,1,45050.000000,45050.000000
pricing-n020-set03-m4-family-high-n20-wwide-ng_dssr,FINISHED,123.760921,0.000000,511,41751.000000,41751.000000
pricing-n020-set03-m4-family-high-n20-wwide-time_indexed,FINISHED,381.692044,0.000000,1594,41751.000000,41751.000000
pricing-n020-set03-m4-family-high-n20-wwide-time_indexed_sri,FINISHED,83.581488,0.000000,5,41751.000000,41751.000000
pricing-n020-set04-m2-random-base-n1-wzero-ng_dssr,ROOT_PROCESSED,0.999912,0.000000,1,15263.000000,15263.000000
pricing-n020-set04-m2-random-base-n1-wzero-time_indexed,FINISHED,2.122115,0.000000,3,15263.000000,15263.000000
pricing-n020-set04-m2-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.847733,0.000000,1,15263.000000,15263.000000
pricing-n020-set04-m3-random-base-n1-wzero-ng_dssr,FINISHED,1.242008,0.000000,6,11399.000000,11399.000000
pricing-n020-set04-m3-random-base-n1-wzero-time_indexed,FINISHED,1.763100,0.000000,6,11399.000000,11399.000000
pricing-n020-set04-m3-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.726581,0.000000,1,11399.000000,11399.000000
pricing-n020-set04-m4-random-base-n1-wzero-ng_dssr,ROOT_PROCESSED,0.580538,0.000000,1,9334.000000,9334.000000
pricing-n020-set04-m4-random-base-n1-wzero-time_indexed,ROOT_PROCESSED,0.243801,0.000000,1,9334.000000,9334.000000
pricing-n020-set04-m4-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.243746,0.000000,1,9334.000000,9334.000000
pricing-n020-set04-m2-random-base-n1-wnarrow-ng_dssr,FINISHED,1.330977,0.000000,3,9046.000000,9046.000000
pricing-n020-set04-m2-random-base-n1-wnarrow-time_indexed,FINISHED,2.460312,0.000000,3,9046.000000,9046.000000
pricing-n020-set04-m2-random-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.928722,0.000000,1,9046.000000,9046.000000
pricing-n020-set04-m3-random-base-n1-wnarrow-ng_dssr,FINISHED,1.797729,0.000000,12,6152.000000,6152.000000
pricing-n020-set04-m3-random-base-n1-wnarrow-time_indexed,FINISHED,4.394737,0.000000,12,6152.000000,6152.000000
pricing-n020-set04-m3-random-base-n1-wnarrow-time_indexed_sri,FINISHED,2.615926,0.000000,3,6152.000000,6152.000000
pricing-n020-set04-m4-random-base-n1-wnarrow-ng_dssr,FINISHED,1.411688,0.000000,15,4997.000000,4997.000000
pricing-n020-set04-m4-random-base-n1-wnarrow-time_indexed,FINISHED,1.051109,0.000000,8,4997.000000,4997.000000
pricing-n020-set04-m4-random-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.527718,0.000000,1,4997.000000,4997.000000
pricing-n020-set04-m2-random-base-n1-wwide-ng_dssr,FINISHED,2.989329,0.000000,9,4864.000000,4864.000000
pricing-n020-set04-m2-random-base-n1-wwide-time_indexed,FINISHED,8.597114,0.000000,19,4864.000000,4864.000000
pricing-n020-set04-m2-random-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,2.227252,0.000000,1,4864.000000,4864.000000
pricing-n020-set04-m3-random-base-n1-wwide-ng_dssr,FINISHED,1.177820,0.000000,5,4120.000000,4120.000000
pricing-n020-set04-m3-random-base-n1-wwide-time_indexed,FINISHED,1.327871,0.000000,7,4120.000000,4120.000000
pricing-n020-set04-m3-random-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,0.637378,0.000000,1,4120.000000,4120.000000
pricing-n020-set04-m4-random-base-n1-wwide-ng_dssr,FINISHED,1.588301,0.000000,5,4120.000000,4120.000000
pricing-n020-set04-m4-random-base-n1-wwide-time_indexed,FINISHED,2.287583,0.000000,13,4120.000000,4120.000000
pricing-n020-set04-m4-random-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,0.742829,0.000000,1,4120.000000,4120.000000
pricing-n020-set04-m2-random-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,1.888856,0.000000,1,134395.000000,134395.000000
pricing-n020-set04-m2-random-medium-n10-wzero-time_indexed,FINISHED,2.523009,0.000000,3,134395.000000,134395.000000
pricing-n020-set04-m2-random-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,1.643739,0.000000,1,134395.000000,134395.000000
pricing-n020-set04-m3-random-medium-n10-wzero-ng_dssr,FINISHED,2.378939,0.000000,9,101555.000000,101555.000000
pricing-n020-set04-m3-random-medium-n10-wzero-time_indexed,FINISHED,2.779225,0.000000,5,101555.000000,101555.000000
pricing-n020-set04-m3-random-medium-n10-wzero-time_indexed_sri,FINISHED,3.198221,0.000000,3,101555.000000,101555.000000
pricing-n020-set04-m4-random-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,0.789050,0.000000,1,87442.000000,87442.000000
pricing-n020-set04-m4-random-medium-n10-wzero-time_indexed,ROOT_PROCESSED,0.455932,0.000000,1,87442.000000,87442.000000
pricing-n020-set04-m4-random-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,0.489136,0.000000,1,87442.000000,87442.000000
pricing-n020-set04-m2-random-medium-n10-wnarrow-ng_dssr,FINISHED,5.054062,0.000000,11,78421.000000,78421.000000
pricing-n020-set04-m2-random-medium-n10-wnarrow-time_indexed,FINISHED,5.003551,0.000000,10,78421.000000,78421.000000
pricing-n020-set04-m2-random-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,4.341971,0.000000,1,78421.000000,78421.000000
pricing-n020-set04-m3-random-medium-n10-wnarrow-ng_dssr,FINISHED,4.841658,0.000000,17,55559.000000,55559.000000
pricing-n020-set04-m3-random-medium-n10-wnarrow-time_indexed,FINISHED,4.866556,0.000000,24,55559.000000,55559.000000
pricing-n020-set04-m3-random-medium-n10-wnarrow-time_indexed_sri,FINISHED,5.868311,0.000000,3,55559.000000,55559.000000
pricing-n020-set04-m4-random-medium-n10-wnarrow-ng_dssr,FINISHED,6.017879,0.000000,33,47034.000000,47034.000000
pricing-n020-set04-m4-random-medium-n10-wnarrow-time_indexed,FINISHED,3.795011,0.000000,21,47034.000000,47034.000000
pricing-n020-set04-m4-random-medium-n10-wnarrow-time_indexed_sri,FINISHED,6.017722,0.000000,9,47034.000000,47034.000000
pricing-n020-set04-m2-random-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,2.348934,0.000000,1,43958.000000,43958.000000
pricing-n020-set04-m2-random-medium-n10-wwide-time_indexed,FINISHED,3.191436,0.000000,3,43958.000000,43958.000000
pricing-n020-set04-m2-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.344382,0.000000,1,43958.000000,43958.000000
pricing-n020-set04-m3-random-medium-n10-wwide-ng_dssr,FINISHED,1.964477,0.000000,3,39920.000000,39920.000000
pricing-n020-set04-m3-random-medium-n10-wwide-time_indexed,FINISHED,2.678485,0.000000,9,39920.000000,39920.000000
pricing-n020-set04-m3-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.152313,0.000000,1,39920.000000,39920.000000
pricing-n020-set04-m4-random-medium-n10-wwide-ng_dssr,FINISHED,2.881447,0.000000,3,39920.000000,39920.000000
pricing-n020-set04-m4-random-medium-n10-wwide-time_indexed,FINISHED,3.362431,0.000000,13,39920.000000,39920.000000
pricing-n020-set04-m4-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.202272,0.000000,1,39920.000000,39920.000000
pricing-n020-set04-m2-random-high-n20-wzero-ng_dssr,FINISHED,5.034260,0.000000,8,306747.000000,306747.000000
pricing-n020-set04-m2-random-high-n20-wzero-time_indexed,FINISHED,4.620377,0.000000,5,306747.000000,306747.000000
pricing-n020-set04-m2-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,4.089530,0.000000,1,306747.000000,306747.000000
pricing-n020-set04-m3-random-high-n20-wzero-ng_dssr,ROOT_PROCESSED,1.321363,0.000000,1,227891.000000,227891.000000
pricing-n020-set04-m3-random-high-n20-wzero-time_indexed,ROOT_PROCESSED,1.052098,0.000000,1,227891.000000,227891.000000
pricing-n020-set04-m3-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,0.966568,0.000000,1,227891.000000,227891.000000
pricing-n020-set04-m4-random-high-n20-wzero-ng_dssr,FINISHED,2.490220,0.000000,2,190023.000000,190023.000000
pricing-n020-set04-m4-random-high-n20-wzero-time_indexed,FINISHED,1.984965,0.000000,4,190023.000000,190023.000000
pricing-n020-set04-m4-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,1.477321,0.000000,1,190023.000000,190023.000000
pricing-n020-set04-m2-random-high-n20-wnarrow-ng_dssr,FINISHED,6.299253,0.000000,3,180078.000000,180078.000000
pricing-n020-set04-m2-random-high-n20-wnarrow-time_indexed,FINISHED,6.117960,0.000000,4,180078.000000,180078.000000
pricing-n020-set04-m2-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,4.874171,0.000000,1,180078.000000,180078.000000
pricing-n020-set04-m3-random-high-n20-wnarrow-ng_dssr,FINISHED,8.451088,0.000000,24,122374.000000,122374.000000
pricing-n020-set04-m3-random-high-n20-wnarrow-time_indexed,FINISHED,5.457659,0.000000,14,122374.000000,122374.000000
pricing-n020-set04-m3-random-high-n20-wnarrow-time_indexed_sri,FINISHED,8.925878,0.000000,3,122374.000000,122374.000000
pricing-n020-set04-m4-random-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,1.870154,0.000000,1,102978.000000,102978.000000
pricing-n020-set04-m4-random-high-n20-wnarrow-time_indexed,FINISHED,2.540937,0.000000,7,102978.000000,102978.000000
pricing-n020-set04-m4-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.928431,0.000000,1,102978.000000,102978.000000
pricing-n020-set04-m2-random-high-n20-wwide-ng_dssr,FINISHED,6.403454,0.000000,9,98469.000000,98469.000000
pricing-n020-set04-m2-random-high-n20-wwide-time_indexed,FINISHED,8.998696,0.000000,13,98469.000000,98469.000000
pricing-n020-set04-m2-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,12.524058,0.000000,1,98469.000000,98469.000000
pricing-n020-set04-m3-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.829191,0.000000,1,82800.000000,82800.000000
pricing-n020-set04-m3-random-high-n20-wwide-time_indexed,FINISHED,3.571556,0.000000,5,82800.000000,82800.000000
pricing-n020-set04-m3-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,2.669010,0.000000,1,82800.000000,82800.000000
pricing-n020-set04-m4-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.014364,0.000000,1,82800.000000,82800.000000
pricing-n020-set04-m4-random-high-n20-wwide-time_indexed,FINISHED,2.273405,0.000000,5,82800.000000,82800.000000
pricing-n020-set04-m4-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,2.002451,0.000000,1,82800.000000,82800.000000
pricing-n020-set04-m2-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,1.915610,0.000000,1,11731.000000,11731.000000
pricing-n020-set04-m2-family-base-n1-wzero-time_indexed,FINISHED,1823.725753,0.000000,7212,11731.000000,11731.000000
pricing-n020-set04-m2-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,22.662694,0.000000,1,11731.000000,11731.000000
pricing-n020-set04-m3-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,0.731171,0.000000,1,6011.000000,6011.000000
pricing-n020-set04-m3-family-base-n1-wzero-time_indexed,ROOT_PROCESSED,0.306350,0.000000,1,6011.000000,6011.000000
pricing-n020-set04-m3-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.298392,0.000000,1,6011.000000,6011.000000
pricing-n020-set04-m4-family-base-n1-wzero-ng_dssr,FINISHED,2.052137,0.000000,23,4890.000000,4890.000000
pricing-n020-set04-m4-family-base-n1-wzero-time_indexed,FINISHED,6.222517,0.000000,100,4890.000000,4890.000000
pricing-n020-set04-m4-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,1.206628,0.000000,1,4890.000000,4890.000000
pricing-n020-set04-m2-family-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,1.651406,0.000000,1,5938.000000,5938.000000
pricing-n020-set04-m2-family-base-n1-wnarrow-time_indexed,FINISHED,2362.069080,0.000000,9009,5938.000000,5938.000000
pricing-n020-set04-m2-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,20.159747,0.000000,1,5938.000000,5938.000000
pricing-n020-set04-m3-family-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,0.813059,0.000000,1,2383.000000,2383.000000
pricing-n020-set04-m3-family-base-n1-wnarrow-time_indexed,FINISHED,0.632774,0.000000,3,2383.000000,2383.000000
pricing-n020-set04-m3-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.620575,0.000000,1,2383.000000,2383.000000
pricing-n020-set04-m4-family-base-n1-wnarrow-ng_dssr,FINISHED,15.739815,0.000000,305,2029.000000,2029.000000
pricing-n020-set04-m4-family-base-n1-wnarrow-time_indexed,FINISHED,79.977050,0.000000,858,2029.000000,2029.000000
pricing-n020-set04-m4-family-base-n1-wnarrow-time_indexed_sri,FINISHED,4.379350,0.000000,3,2029.000000,2029.000000
pricing-n020-set04-m2-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,3.669522,0.000000,1,2562.000000,2562.000000
pricing-n020-set04-m2-family-base-n1-wwide-time_indexed,TIME_LIMIT,10800.043824,13.291862,27438,2562.000000,2221.462500
pricing-n020-set04-m2-family-base-n1-wwide-time_indexed_sri,TIME_LIMIT,10803.549060,9.290853,1,2562.000000,2323.968333
pricing-n020-set04-m3-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,0.821679,0.000000,1,1600.000000,1600.000000
pricing-n020-set04-m3-family-base-n1-wwide-time_indexed,FINISHED,4.211039,0.000000,27,1600.000000,1600.000000
pricing-n020-set04-m3-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,1.190784,0.000000,1,1600.000000,1600.000000
pricing-n020-set04-m4-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,0.748059,0.000000,1,1580.000000,1580.000000
pricing-n020-set04-m4-family-base-n1-wwide-time_indexed,FINISHED,2.091711,0.000000,18,1580.000000,1580.000000
pricing-n020-set04-m4-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,0.772935,0.000000,1,1580.000000,1580.000000
pricing-n020-set04-m2-family-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,2.233364,0.000000,1,93497.000000,93497.000000
pricing-n020-set04-m2-family-medium-n10-wzero-time_indexed,FINISHED,46.958591,0.000000,74,93497.000000,93497.000000
pricing-n020-set04-m2-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,10.438664,0.000000,1,93497.000000,93497.000000
pricing-n020-set04-m3-family-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,1.365186,0.000000,1,56608.000000,56608.000000
pricing-n020-set04-m3-family-medium-n10-wzero-time_indexed,FINISHED,1.434460,0.000000,2,56608.000000,56608.000000
pricing-n020-set04-m3-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,1.293328,0.000000,1,56608.000000,56608.000000
pricing-n020-set04-m4-family-medium-n10-wzero-ng_dssr,FINISHED,3.115309,0.000000,9,44363.000000,44363.000000
pricing-n020-set04-m4-family-medium-n10-wzero-time_indexed,FINISHED,2.541481,0.000000,14,44363.000000,44363.000000
pricing-n020-set04-m4-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,1.868129,0.000000,1,44363.000000,44363.000000
pricing-n020-set04-m2-family-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,3.665560,0.000000,1,48417.000000,48417.000000
pricing-n020-set04-m2-family-medium-n10-wnarrow-time_indexed,FINISHED,5474.578883,0.000000,10071,48417.000000,48417.000000
pricing-n020-set04-m2-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,401.320699,0.000000,1,48417.000000,48417.000000
pricing-n020-set04-m3-family-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,1.493859,0.000000,1,20217.000000,20217.000000
pricing-n020-set04-m3-family-medium-n10-wnarrow-time_indexed,FINISHED,2.126508,0.000000,4,20217.000000,20217.000000
pricing-n020-set04-m3-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.313179,0.000000,1,20217.000000,20217.000000
pricing-n020-set04-m4-family-medium-n10-wnarrow-ng_dssr,FINISHED,3.327408,0.000000,9,17641.000000,17641.000000
pricing-n020-set04-m4-family-medium-n10-wnarrow-time_indexed,FINISHED,3.436505,0.000000,15,17641.000000,17641.000000
pricing-n020-set04-m4-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.294742,0.000000,1,17641.000000,17641.000000
pricing-n020-set04-m2-family-medium-n10-wwide-ng_dssr,FINISHED,16.522624,0.000000,13,23460.000000,23460.000000
pricing-n020-set04-m2-family-medium-n10-wwide-time_indexed,TIME_LIMIT,10800.033699,12.878954,13847,23460.000000,20438.597308
pricing-n020-set04-m2-family-medium-n10-wwide-time_indexed_sri,TIME_LIMIT,10800.225350,27.396831,1,23460.000000,17032.703394
pricing-n020-set04-m3-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,1.608807,0.000000,1,15700.000000,15700.000000
pricing-n020-set04-m3-family-medium-n10-wwide-time_indexed,FINISHED,4.447781,0.000000,14,15700.000000,15700.000000
pricing-n020-set04-m3-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.504700,0.000000,1,15700.000000,15700.000000
pricing-n020-set04-m4-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,1.397762,0.000000,1,15540.000000,15540.000000
pricing-n020-set04-m4-family-medium-n10-wwide-time_indexed,FINISHED,2.715552,0.000000,10,15540.000000,15540.000000
pricing-n020-set04-m4-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,1.530809,0.000000,1,15540.000000,15540.000000
pricing-n020-set04-m2-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,5.285576,0.000000,1,234005.000000,234005.000000
pricing-n020-set04-m2-family-high-n20-wzero-time_indexed,FINISHED,9534.376797,0.000000,5787,234005.000000,234005.000000
pricing-n020-set04-m2-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,341.708800,0.000000,1,234005.000000,234005.000000
pricing-n020-set04-m3-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,2.573606,0.000000,1,128468.000000,128468.000000
pricing-n020-set04-m3-family-high-n20-wzero-time_indexed,FINISHED,12.290244,0.000000,16,128468.000000,128468.000000
pricing-n020-set04-m3-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,2.713154,0.000000,1,128468.000000,128468.000000
pricing-n020-set04-m4-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,1.750926,0.000000,1,97432.000000,97432.000000
pricing-n020-set04-m4-family-high-n20-wzero-time_indexed,FINISHED,2.350443,0.000000,4,97432.000000,97432.000000
pricing-n020-set04-m4-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,1.763901,0.000000,1,97432.000000,97432.000000
pricing-n020-set04-m2-family-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,4.278146,0.000000,1,117138.000000,117138.000000
pricing-n020-set04-m2-family-high-n20-wnarrow-time_indexed,FINISHED,8233.340297,0.000000,6919,117138.000000,117138.000000
pricing-n020-set04-m2-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,1094.886570,0.000000,1,117138.000000,117138.000000
pricing-n020-set04-m3-family-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,2.305733,0.000000,1,49601.000000,49601.000000
pricing-n020-set04-m3-family-high-n20-wnarrow-time_indexed,FINISHED,4.005667,0.000000,7,49601.000000,49601.000000
pricing-n020-set04-m3-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.257781,0.000000,1,49601.000000,49601.000000
