taskSetId	setupType	scaleLevel	nominalScale	machines	instance	processingMismatches	centerMismatches	weightMismatches	setupMismatches	workloadScale	multiplierFingerprint	bodySha256
n060-set02	random	medium	10	2	instances/data/n060-set02/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	800d8e6d765cd0ea664d61497e5102711e53fa8883efe38a71f1a8ee6e5da94b
n060-set02	random	medium	10	3	instances/data/n060-set02/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	509ab3f075bafb65509bd51783fde63515d9af2ec3dd29557ea8955839cacce5
n060-set02	random	medium	10	4	instances/data/n060-set02/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	6e9ae3dde9fb1942a4ff3b3184425e805935c93fbe4dbca45f3fab26958039e4
n060-set02	random	high	20	2	instances/data/n060-set02/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	3ebe35f10ea90b3fc65b61767fa3c885cd3f7e5056a6b56bfb6022b7d92733e0
n060-set02	random	high	20	3	instances/data/n060-set02/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	3ad0182e78619790cc2edd564b648e1ba1c8db56382eb85046008464e8a665cc
n060-set02	random	high	20	4	instances/data/n060-set02/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	59673b8666cbb895284f7ff4fa1e1f2cafecb927b43138223588fe6005645475
n060-set02	family	medium	10	2	instances/data/n060-set02/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	b9f61e12fc0b90cc1d2a01fb9426718b923d5faa893913229250b24ddcd3a370
n060-set02	family	medium	10	3	instances/data/n060-set02/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	146aa1487534bfee4c890ec17f9deea1fbe7657d7143ceb4eecdbb707c7d1397
n060-set02	family	medium	10	4	instances/data/n060-set02/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	725a77f18a5b55b56db148155eb5e5a3d5b837dde5550ee33ed0423fa111458d	f04a22fe68e00481e03c8e89894cf81243b7e4e63ab3794f672f99c811282501
n060-set02	family	high	20	2	instances/data/n060-set02/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	ac3eec7f7c06f3b27ce179b7f6ecc31e1484cc205b9abe3194c8d232ea118dd5
n060-set02	family	high	20	3	instances/data/n060-set02/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	bd800ddeaa22a514d5374db3b894dbd15703a6fba93e7a43e33bb8ae4f72828a
n060-set02	family	high	20	4	instances/data/n060-set02/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	9d0103d7b9b5b83c32bda8c46054c49b538ad2c49c12910a6faa9fc6791928c9	cbc9ba6933ee0e17dd352415be753acba14e8b46737c338d87fe958236c9d296
n060-set03	random	medium	10	2	instances/data/n060-set03/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	ebae152d4c5bb301a1101323361331aada9ef355c96093f81b12f771a69a8272
n060-set03	random	medium	10	3	instances/data/n060-set03/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	ee9f111797dc40de6f300f299d92d098ebd3a3e3ac8c7733160d19adb6f8eb7c
n060-set03	random	medium	10	4	instances/data/n060-set03/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	7cb343fa673cb947971311350a24c4fa50a2607769453b43ca573b7b2f688d5a
n060-set03	random	high	20	2	instances/data/n060-set03/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	e4f41cfa21227a6d2ee3ab6000fc404f32e6edd8fd8cd273ff5c1e9f34688d4f
n060-set03	random	high	20	3	instances/data/n060-set03/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	5eb1d236da883c78ec6bf2d64ee043882a2314d3d579bd1126d3bf71112fc663
n060-set03	random	high	20	4	instances/data/n060-set03/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	8fd787edef126d6dcaf566410a85a568a902b511b6251e063d5eb00ffc3b8f58
n060-set03	family	medium	10	2	instances/data/n060-set03/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	a76326f54bd48bc1ada11e8b97036cab28c8b02638b9cd21d40dd074ef022515
n060-set03	family	medium	10	3	instances/data/n060-set03/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	49b121129d9e016ce0e39eef8fad91d8d4b3ffdecc1c83411fdb9159e1ea15a0
n060-set03	family	medium	10	4	instances/data/n060-set03/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	b4d61e70d7b23b602c67d9c67ff12f9c51713a00c42450526a176c2f84e66cf3	fbe4ccec186a616ebd2c08ab49decf970b6a762e878eca27ae8f433afd84a560
n060-set03	family	high	20	2	instances/data/n060-set03/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	22d4cf03a20c92d929eddcc7b1cc2e59d82931123fc6ac70221bdb982b6642eb
n060-set03	family	high	20	3	instances/data/n060-set03/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	d689ac9c4a68322d102272903ed7df19ef549fe8f024d4edabd2c0b7ecf00a69
n060-set03	family	high	20	4	instances/data/n060-set03/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	f07a65261de2efe803872fc6d3f7e89e37ebae05651f130bd375ea198fda8ce7	c5c530cc2a3322c67d0d97b3525f5c66b3b38940929324a38c7af1cc0f1c7afe
n060-set04	random	medium	10	2	instances/data/n060-set04/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	6eefd617222c3af6ba1d77a92a4fb7a7337243437be70167e776ef6623716658
n060-set04	random	medium	10	3	instances/data/n060-set04/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	beae151e574097ffa7113604556f201e2d39abfd444bdb2dffb490bbcead7cc5
n060-set04	random	medium	10	4	instances/data/n060-set04/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	caf6b3a3852e156e2428bc78285a35be4470d3ef571f70a63ee6848a49014e73
n060-set04	random	high	20	2	instances/data/n060-set04/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	5683af375190cbb8b3c9834039b514956230b2bbd0348d25fb3df193b1f07569
n060-set04	random	high	20	3	instances/data/n060-set04/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	75e1174198278addb158765739120930bc2dd12b3a2246e504e55153d3ce7d57
n060-set04	random	high	20	4	instances/data/n060-set04/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	5378a82052633e5bc9aa1b9faf878b8bd302decc580dc9d881232f2bb3e9d938
n060-set04	family	medium	10	2	instances/data/n060-set04/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	0a38e070f56303ab49d2e4fef85d213aac21b08dceee47f7f144aedadade4940
n060-set04	family	medium	10	3	instances/data/n060-set04/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	0c932a0501516b95c4f0090b8558115b2d532a85d08aa35d36bb2489f2c3937f
n060-set04	family	medium	10	4	instances/data/n060-set04/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	40af7291c9cf2538dd5ff9bee7f680d31666b0873520e90df18549fb9d222bc5	43719a75e79ef5ef6504684792b64b47a46f8adff816b81cdbbf62a0346f5623
n060-set04	family	high	20	2	instances/data/n060-set04/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	c106e329a3b4ac5e6b2f2d3c4ca4d87668aaab8d69a68095b41696c3924b26c7
n060-set04	family	high	20	3	instances/data/n060-set04/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	90584272145cdb3453ceb5ba07e165d1fe6167aa7c67cd26497424c2ba1e915f
n060-set04	family	high	20	4	instances/data/n060-set04/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6178e2ef7a0d23674832a8793e07c9b235161f428a7c1554a0101fe5ced11a60	223111b92b6898e602b0e85f6362e55113a9ff9846a46ffbd243f7cc7c53e603
n060-set05	random	medium	10	2	instances/data/n060-set05/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	96fed5a525300d50bbf024f1736ecad19f7e3ebc3f1217e3a7b2711522d6f0a2
n060-set05	random	medium	10	3	instances/data/n060-set05/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	35033f38fc73b28aabec1270c15006e1f163fc28a62f458c5ec3db86062ead76
n060-set05	random	medium	10	4	instances/data/n060-set05/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	df3255143c90036703cbfa92b04b75ccce59d53391b6f875cb82eec0846c3cd6
n060-set05	random	high	20	2	instances/data/n060-set05/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	497f7e6efa0ca9c98f07395a33bdc702eacdaebf7f6effda1da2ac253c54f05b
n060-set05	random	high	20	3	instances/data/n060-set05/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	20472f5d74efda69a3d145996523f3a23c6d4f3576117df939f9ebf3de5b77b5
n060-set05	random	high	20	4	instances/data/n060-set05/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	1a721e9ba40aa7bf0afb7efbd983f5659f602b9c945e3c1bdf0529ffca7a4d2e
n060-set05	family	medium	10	2	instances/data/n060-set05/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	ee1fa2a4da27411573a47fcb231b55885191dcb2e7d9bc1d60f23342c1ed06b5
n060-set05	family	medium	10	3	instances/data/n060-set05/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	7be7f3f2b484fa3469fd4ad6e3bcbc21978e3c4bcf3a66bd62f7e0c3de57a057
n060-set05	family	medium	10	4	instances/data/n060-set05/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	ba2a323a259576f5220a715eabc669b72bf014c04bdc3f33f1f595990ce8c844	a9eb2b5878dbe8721d965a1664023cf7cdacf0708f555d0985bfd929b2f82f92
n060-set05	family	high	20	2	instances/data/n060-set05/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	b2dcdd641ad7344b14972724efec1be47b1fb449efce2010ff044c547da4fed9
n060-set05	family	high	20	3	instances/data/n060-set05/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	5971c6bdac1b2ef85a1727ae774198fa9d3ebd8a59ab2867dd0e5a28f6c5d001
n060-set05	family	high	20	4	instances/data/n060-set05/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6cba9dfb83efc99c977d316b2a0f153aa2a5b6896b3191a774c6b662a5506096	cbd52cc0a0b8a6e4105a83992653fe1a0b133c7c042701c3358e0b194346aff7
n080-set01	random	medium	10	3	instances/data/n080-set01/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	30c92969d7a797f537b36e86dd12cbf8448ab8bf70f606ab4d340b693c3f48c6
n080-set01	random	medium	10	4	instances/data/n080-set01/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	a03eb7f01ff95866ef2852b546591bfea83272062d721985c81c92010782b3f7
n080-set01	random	medium	10	5	instances/data/n080-set01/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	a50753b95fd4e45865232038d39e950becbb798e29939f7030bce084a643ca72
n080-set01	random	high	20	3	instances/data/n080-set01/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	886cef6adc3a468b950b671d243c70609d06236a95354da04345cda72f66b8a2
n080-set01	random	high	20	4	instances/data/n080-set01/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	1c7eefe1e618df69fc3c606a839b7e98b88f12c470b9440c6af0937b1027b5d1
n080-set01	random	high	20	5	instances/data/n080-set01/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	d2e340f17f0523e22b250a74414e7b74759fb47e62b58ff43ee33d2433cbb857
n080-set01	family	medium	10	3	instances/data/n080-set01/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	486593cf5fb51360cc2fb31188b5af62c274329b0367850a861c8ff3ab815c13
n080-set01	family	medium	10	4	instances/data/n080-set01/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	39a6809957359fc0ce8877ffd38dd04f135f8017c05e98d07ab5fa8bdd559d3b
n080-set01	family	medium	10	5	instances/data/n080-set01/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	e5defcb97b9492abb023a69a328132964256aefd1d0d855356dfaea77c60fd24	312899b632268a7b241232e38ceb44e936085275c4c9e0fdf76002e5141d7807
n080-set01	family	high	20	3	instances/data/n080-set01/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	09f55a4c957460cfa1ba5620a0cad18a7fff2fc2f3499798d4e824738a62661f
n080-set01	family	high	20	4	instances/data/n080-set01/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	85e9f386e2917810ea01a9a6620e6ec961d478df6018611a6af41fc6228ccf33
n080-set01	family	high	20	5	instances/data/n080-set01/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	a68db4df3c8989a01f9d41aaeea61ee9b471519d793adff90276b25e3c465d82	b093fbdf2df88f138c4027b34996e546573e479e893d696f4aa9de62137bc861
n080-set02	random	medium	10	3	instances/data/n080-set02/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	5327af566f1c5f7ab7b677f8d186fb1458b5e6f8dcfcb0e75671e95541e758ba
n080-set02	random	medium	10	4	instances/data/n080-set02/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	b8fa510ea91566a5896a7b9d6eddd2713450f83a4ce15a4af2ba41cf736e2b5c
n080-set02	random	medium	10	5	instances/data/n080-set02/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	e22660ffd2574a2a9fff2e347ede3be0d8c5ea6a8ec6339bf869a5825283a5bd
n080-set02	random	high	20	3	instances/data/n080-set02/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	0de695110e7dbd1ebcbe7c7c69c3ac60fd2adf544f325e5039e3b77b239a099b
n080-set02	random	high	20	4	instances/data/n080-set02/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	a685189c4f8bd362403fdc0a5fbd776312d3265fd3a22a7f0c348bd406d12df7
n080-set02	random	high	20	5	instances/data/n080-set02/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	f88514e2786088c2142a5bd74a0838d3bb8dfa6b43e3688ba48f0d06f41638d5
n080-set02	family	medium	10	3	instances/data/n080-set02/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	799429831dd2291d13389f9a45a05f7505729b65f86f22c038dbb55dda61bb1c
n080-set02	family	medium	10	4	instances/data/n080-set02/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	c3321c1f276c6705b72e0c5e8016417f40e1b7b081877e89bb64dc13a02b92c7
n080-set02	family	medium	10	5	instances/data/n080-set02/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	93ff1a5ddee561a092d8179b3af90a558fcae539501aaa84dadd9f85f19b3db7	7337877ab06aa8c337e19ede2f867a74bb55be66f399de020a9b5f1a99e2b78b
n080-set02	family	high	20	3	instances/data/n080-set02/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	d2b282cbf254787c7622a8dd32ee3ca61748d33e31374d9995b09e1b648c0e33
n080-set02	family	high	20	4	instances/data/n080-set02/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	4b164f6d58bd0a4b63cae679e98e177a0ba6b506b7e25be03ce170b24e83e30f
n080-set02	family	high	20	5	instances/data/n080-set02/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	b3dac741afc3a4579841d8ce855a05e350f958db5d2c9dd1cab03c2480dcb80f	1f99f953195b9278d36d0ddcd8eb90f264af610ce2ce9c48338edd66101ba0e1
n080-set03	random	medium	10	3	instances/data/n080-set03/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	2299cac5a0f2be23e4ccfab9d1dc75fc1e2b294d23899125079f6e4c91e16bc3
n080-set03	random	medium	10	4	instances/data/n080-set03/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	81ffa7e1b9ad92a7a1abc6a698f3493be0a1188df5ea5d3addddaeca51615036
n080-set03	random	medium	10	5	instances/data/n080-set03/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	afec4b7f4fdc03dc60a840f5ce93753823e3566fe128f3f69309c5d57a602c76
n080-set03	random	high	20	3	instances/data/n080-set03/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	826ab01db7d05bd3649b8776a1cd445d79bfb5c07b5b309d6bdc5d9f93a1ec4c
n080-set03	random	high	20	4	instances/data/n080-set03/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	78d20fc880e1e7bf26573d66133f5c0bdf9bd209730930feea337037d9610ccb
n080-set03	random	high	20	5	instances/data/n080-set03/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	7546ca6c6127107db6d377fcc01e83562c237de643bded4e4aa8998a39199d65
n080-set03	family	medium	10	3	instances/data/n080-set03/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	a1a38b2ac173933cf1dca6e7dcd5c194fc52842fce175b52aa48eecbd88dc942
n080-set03	family	medium	10	4	instances/data/n080-set03/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	694fe89a73666c79269a7becf7a4435b10e73803d7428653e599e03f3ec1aaf1
n080-set03	family	medium	10	5	instances/data/n080-set03/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	94eb21e1ab4357703deeaa4c9565aaef5a3fdf6995a018698b146f0d0edea67f	a64cc99f6795284d7c18a146741bd26b1724f495acd16f8d0e1aa878fb445f97
n080-set03	family	high	20	3	instances/data/n080-set03/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	a81dc13a0e456a048050d6b0699bae92b2c087c28bf105d550891b26bdc2aa03
n080-set03	family	high	20	4	instances/data/n080-set03/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	97862eb6ab652cbf355078338ac6395cd9e241c747a93a138afab267c208805a
n080-set03	family	high	20	5	instances/data/n080-set03/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	bb48ea227ae6a8e504bf4b59c303087dcfe5e4c3ed10b13a4b37de954f1e24d4	ac92d52f4c6c61f4e6b499942711cc0311022a69166afbbcf5601ee048c63d9a
n080-set04	random	medium	10	3	instances/data/n080-set04/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	3bc87b6e9935e851bfb175a7d9d6865c251fa04cf1700e482315d8c2adf92ef5
n080-set04	random	medium	10	4	instances/data/n080-set04/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	88b8c9c6d66c8c1cc881e0925754964ab8388d09acb187afe7e7c77e89cc5027
n080-set04	random	medium	10	5	instances/data/n080-set04/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	f36c73c58d97c9d59945a3a88ae69dc06f2b5e1a2103ac21e1173b8380c744bf
n080-set04	random	high	20	3	instances/data/n080-set04/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	7f0f225f77860af9ee2d89043e84d0756a1ea8b43411ca20fca1ecee61f3b5b3
n080-set04	random	high	20	4	instances/data/n080-set04/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	afe29085a2179a74858b22e5cf16b0f371c4e0ac1105ea883a582a8b47f8df75
n080-set04	random	high	20	5	instances/data/n080-set04/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	81386058d06d92552b933d5731821ac5ee80bf421a1536766dc2ed21d6c1cad6
n080-set04	family	medium	10	3	instances/data/n080-set04/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	e0fe54aa9d09f9c0779e51a83c8981e1c0bd2e555ad68a860714466291f1f516
n080-set04	family	medium	10	4	instances/data/n080-set04/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	8a7128e545897f8682e0e9a210dc1eaf5b27e81a69c17e0af0b950ed2a8ad7d0
n080-set04	family	medium	10	5	instances/data/n080-set04/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4428ed9d5af5bafae7ce3e45e9b5b691bec005e5f4e79f48c347fe4f7d33005e	d88e981fe47b2f1601775debbdc0b1ffa8b8748b62416601e087276576df7779
n080-set04	family	high	20	3	instances/data/n080-set04/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	645b5f718f1acae78e3c7773554ee48e131fe4b192abbe3998367b3115e6894c
n080-set04	family	high	20	4	instances/data/n080-set04/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	1d2515e673d17515fd7341c7c0a4e2c5b6bbf0016804f001af0f597f36ea1d9f
n080-set04	family	high	20	5	instances/data/n080-set04/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	7b22a5589f8f9e784a3621a9168dc97a8e52c6deed2096054a64df382bc3c1a9	fa05c22ff4591beae7482f9fb646bfc678215b5f31c2a13deae5c9dc7d83ba31
