taskSetId	size	caseIndex	machines	setupType	scaleLevel	scale	instance	averageProcessing
n080-set03	80	3	5	family	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/medium-g10/m5.dat	533.000000
n080-set03	80	3	3	family	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/high-g20/m3.dat	1066.000000
n080-set03	80	3	4	family	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/high-g20/m4.dat	1066.000000
n080-set03	80	3	5	family	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/high-g20/m5.dat	1066.000000
n080-set04	80	4	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/base-g1/m3.dat	51.225000
n080-set04	80	4	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/base-g1/m4.dat	51.225000
n080-set04	80	4	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/base-g1/m5.dat	51.225000
n080-set04	80	4	3	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/medium-g15/m3.dat	768.375000
n080-set04	80	4	4	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/medium-g15/m4.dat	768.375000
n080-set04	80	4	5	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/medium-g15/m5.dat	768.375000
n080-set04	80	4	3	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/high-g25/m3.dat	1280.625000
n080-set04	80	4	4	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/high-g25/m4.dat	1280.625000
n080-set04	80	4	5	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/random/high-g25/m5.dat	1280.625000
n080-set04	80	4	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/base-g1/m3.dat	51.225000
n080-set04	80	4	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/base-g1/m4.dat	51.225000
n080-set04	80	4	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/base-g1/m5.dat	51.225000
n080-set04	80	4	3	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/medium-g15/m3.dat	768.375000
n080-set04	80	4	4	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/medium-g15/m4.dat	768.375000
n080-set04	80	4	5	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/medium-g15/m5.dat	768.375000
n080-set04	80	4	3	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/high-g25/m3.dat	1280.625000
n080-set04	80	4	4	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/high-g25/m4.dat	1280.625000
n080-set04	80	4	5	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set04/family/high-g25/m5.dat	1280.625000
n080-set05	80	5	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/base-g1/m3.dat	52.500000
n080-set05	80	5	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/base-g1/m4.dat	52.500000
n080-set05	80	5	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/base-g1/m5.dat	52.500000
n080-set05	80	5	3	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/medium-g6/m3.dat	315.000000
n080-set05	80	5	4	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/medium-g6/m4.dat	315.000000
n080-set05	80	5	5	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/medium-g6/m5.dat	315.000000
n080-set05	80	5	3	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/high-g16/m3.dat	840.000000
n080-set05	80	5	4	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/high-g16/m4.dat	840.000000
n080-set05	80	5	5	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/random/high-g16/m5.dat	840.000000
n080-set05	80	5	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/base-g1/m3.dat	52.500000
n080-set05	80	5	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/base-g1/m4.dat	52.500000
n080-set05	80	5	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/base-g1/m5.dat	52.500000
n080-set05	80	5	3	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/medium-g6/m3.dat	315.000000
n080-set05	80	5	4	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/medium-g6/m4.dat	315.000000
n080-set05	80	5	5	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/medium-g6/m5.dat	315.000000
n080-set05	80	5	3	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/high-g16/m3.dat	840.000000
n080-set05	80	5	4	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/high-g16/m4.dat	840.000000
n080-set05	80	5	5	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set05/family/high-g16/m5.dat	840.000000
n100-set01	100	1	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/base-g1/m3.dat	55.200000
n100-set01	100	1	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/base-g1/m4.dat	55.200000
n100-set01	100	1	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/base-g1/m5.dat	55.200000
n100-set01	100	1	3	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/medium-g7/m3.dat	386.400000
n100-set01	100	1	4	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/medium-g7/m4.dat	386.400000
n100-set01	100	1	5	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/medium-g7/m5.dat	386.400000
n100-set01	100	1	3	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/high-g17/m3.dat	938.400000
n100-set01	100	1	4	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/high-g17/m4.dat	938.400000
n100-set01	100	1	5	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/random/high-g17/m5.dat	938.400000
n100-set01	100	1	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/base-g1/m3.dat	55.200000
n100-set01	100	1	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/base-g1/m4.dat	55.200000
n100-set01	100	1	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/base-g1/m5.dat	55.200000
n100-set01	100	1	3	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/medium-g7/m3.dat	386.400000
n100-set01	100	1	4	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/medium-g7/m4.dat	386.400000
n100-set01	100	1	5	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/medium-g7/m5.dat	386.400000
n100-set01	100	1	3	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/high-g17/m3.dat	938.400000
n100-set01	100	1	4	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/high-g17/m4.dat	938.400000
n100-set01	100	1	5	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set01/family/high-g17/m5.dat	938.400000
n100-set02	100	2	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/base-g1/m3.dat	52.420000
n100-set02	100	2	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/base-g1/m4.dat	52.420000
n100-set02	100	2	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/base-g1/m5.dat	52.420000
n100-set02	100	2	3	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/medium-g13/m3.dat	681.460000
n100-set02	100	2	4	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/medium-g13/m4.dat	681.460000
n100-set02	100	2	5	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/medium-g13/m5.dat	681.460000
n100-set02	100	2	3	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/high-g23/m3.dat	1205.660000
n100-set02	100	2	4	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/high-g23/m4.dat	1205.660000
n100-set02	100	2	5	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/random/high-g23/m5.dat	1205.660000
n100-set02	100	2	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/base-g1/m3.dat	52.420000
n100-set02	100	2	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/base-g1/m4.dat	52.420000
n100-set02	100	2	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/base-g1/m5.dat	52.420000
n100-set02	100	2	3	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/medium-g13/m3.dat	681.460000
n100-set02	100	2	4	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/medium-g13/m4.dat	681.460000
n100-set02	100	2	5	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/medium-g13/m5.dat	681.460000
n100-set02	100	2	3	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/high-g23/m3.dat	1205.660000
n100-set02	100	2	4	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/high-g23/m4.dat	1205.660000
n100-set02	100	2	5	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set02/family/high-g23/m5.dat	1205.660000
n100-set03	100	3	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/base-g1/m3.dat	52.820000
n100-set03	100	3	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/base-g1/m4.dat	52.820000
n100-set03	100	3	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/base-g1/m5.dat	52.820000
n100-set03	100	3	3	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/medium-g9/m3.dat	475.380000
n100-set03	100	3	4	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/medium-g9/m4.dat	475.380000
n100-set03	100	3	5	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/medium-g9/m5.dat	475.380000
n100-set03	100	3	3	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/high-g19/m3.dat	1003.580000
n100-set03	100	3	4	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/high-g19/m4.dat	1003.580000
n100-set03	100	3	5	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/random/high-g19/m5.dat	1003.580000
n100-set03	100	3	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/base-g1/m3.dat	52.820000
n100-set03	100	3	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/base-g1/m4.dat	52.820000
n100-set03	100	3	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/base-g1/m5.dat	52.820000
n100-set03	100	3	3	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/medium-g9/m3.dat	475.380000
n100-set03	100	3	4	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/medium-g9/m4.dat	475.380000
n100-set03	100	3	5	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/medium-g9/m5.dat	475.380000
n100-set03	100	3	3	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/high-g19/m3.dat	1003.580000
n100-set03	100	3	4	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/high-g19/m4.dat	1003.580000
n100-set03	100	3	5	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set03/family/high-g19/m5.dat	1003.580000
n100-set04	100	4	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/base-g1/m3.dat	50.740000
n100-set04	100	4	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/base-g1/m4.dat	50.740000
n100-set04	100	4	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/base-g1/m5.dat	50.740000
n100-set04	100	4	3	random	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/medium-g14/m3.dat	710.360000
n100-set04	100	4	4	random	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/medium-g14/m4.dat	710.360000
n100-set04	100	4	5	random	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/medium-g14/m5.dat	710.360000
n100-set04	100	4	3	random	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/high-g24/m3.dat	1217.760000
n100-set04	100	4	4	random	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/high-g24/m4.dat	1217.760000
n100-set04	100	4	5	random	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/random/high-g24/m5.dat	1217.760000
n100-set04	100	4	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/base-g1/m3.dat	50.740000
n100-set04	100	4	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/base-g1/m4.dat	50.740000
n100-set04	100	4	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/base-g1/m5.dat	50.740000
n100-set04	100	4	3	family	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/medium-g14/m3.dat	710.360000
n100-set04	100	4	4	family	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/medium-g14/m4.dat	710.360000
n100-set04	100	4	5	family	medium	14	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/medium-g14/m5.dat	710.360000
n100-set04	100	4	3	family	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/high-g24/m3.dat	1217.760000
n100-set04	100	4	4	family	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/high-g24/m4.dat	1217.760000
n100-set04	100	4	5	family	high	24	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set04/family/high-g24/m5.dat	1217.760000
n100-set05	100	5	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/base-g1/m3.dat	54.970000
n100-set05	100	5	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/base-g1/m4.dat	54.970000
n100-set05	100	5	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/base-g1/m5.dat	54.970000
n100-set05	100	5	3	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/medium-g6/m3.dat	329.820000
n100-set05	100	5	4	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/medium-g6/m4.dat	329.820000
n100-set05	100	5	5	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/medium-g6/m5.dat	329.820000
n100-set05	100	5	3	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/high-g16/m3.dat	879.520000
n100-set05	100	5	4	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/high-g16/m4.dat	879.520000
n100-set05	100	5	5	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/random/high-g16/m5.dat	879.520000
n100-set05	100	5	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/base-g1/m3.dat	54.970000
n100-set05	100	5	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/base-g1/m4.dat	54.970000
n100-set05	100	5	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/base-g1/m5.dat	54.970000
n100-set05	100	5	3	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/medium-g6/m3.dat	329.820000
n100-set05	100	5	4	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/medium-g6/m4.dat	329.820000
n100-set05	100	5	5	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/medium-g6/m5.dat	329.820000
n100-set05	100	5	3	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/high-g16/m3.dat	879.520000
n100-set05	100	5	4	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/high-g16/m4.dat	879.520000
n100-set05	100	5	5	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n100-set05/family/high-g16/m5.dat	879.520000
