runId	mainClass	args	outputDir	dependsOn	block	action	experiment	taskSetId	size	caseIndex	machines	setupType	scaleLevel	nominalScale	windowLevel	algorithm	outsourcingModel	outsourcingRate	discountLevel
pricing-n060-set02-m2-random-base-n1-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-base-n1-wwide-time_indexed	seed-n060-set02-m2-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	base	1	wide	TIME_INDEXED			not-applicable
pricing-n060-set02-m2-random-base-n1-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-base-n1-wwide-time_indexed_sri	seed-n060-set02-m2-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	base	1	wide	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m3-random-base-n1-wwide	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m3-random-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-base-n1-wwide"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-base-n1-wwide		seed	seed	pricing-comparison	n060-set02	60	2	3	random	base	1	wide				not-applicable
pricing-n060-set02-m3-random-base-n1-wwide-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-ng_dssr	seed-n060-set02-m3-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	base	1	wide	NG_DSSR			not-applicable
pricing-n060-set02-m3-random-base-n1-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-time_indexed	seed-n060-set02-m3-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	base	1	wide	TIME_INDEXED			not-applicable
pricing-n060-set02-m3-random-base-n1-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-base-n1-wwide-time_indexed_sri	seed-n060-set02-m3-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	base	1	wide	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m4-random-base-n1-wwide	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m4-random-base-n1-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-base-n1-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-base-n1-wwide"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-base-n1-wwide		seed	seed	pricing-comparison	n060-set02	60	2	4	random	base	1	wide				not-applicable
pricing-n060-set02-m4-random-base-n1-wwide-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-base-n1-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-ng_dssr	seed-n060-set02-m4-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	base	1	wide	NG_DSSR			not-applicable
pricing-n060-set02-m4-random-base-n1-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-base-n1-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-time_indexed	seed-n060-set02-m4-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	base	1	wide	TIME_INDEXED			not-applicable
pricing-n060-set02-m4-random-base-n1-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-base-n1-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base/wide/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-base-n1-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-base-n1-wwide-time_indexed_sri	seed-n060-set02-m4-random-base-n1-wwide	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	base	1	wide	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m2-random-medium-n10-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m2-random-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m2-random-medium-n10-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m2-random-medium-n10-wzero		seed	seed	pricing-comparison	n060-set02	60	2	2	random	medium	10	zero				not-applicable
pricing-n060-set02-m2-random-medium-n10-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-ng_dssr	seed-n060-set02-m2-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	zero	NG_DSSR			not-applicable
pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed	seed-n060-set02-m2-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	zero	TIME_INDEXED			not-applicable
pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wzero-time_indexed_sri	seed-n060-set02-m2-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	zero	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m3-random-medium-n10-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m3-random-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-medium-n10-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-medium-n10-wzero		seed	seed	pricing-comparison	n060-set02	60	2	3	random	medium	10	zero				not-applicable
pricing-n060-set02-m3-random-medium-n10-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-ng_dssr	seed-n060-set02-m3-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	zero	NG_DSSR			not-applicable
pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed	seed-n060-set02-m3-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	zero	TIME_INDEXED			not-applicable
pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wzero-time_indexed_sri	seed-n060-set02-m3-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	zero	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m4-random-medium-n10-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m4-random-medium-n10-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-medium-n10-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-medium-n10-wzero		seed	seed	pricing-comparison	n060-set02	60	2	4	random	medium	10	zero				not-applicable
pricing-n060-set02-m4-random-medium-n10-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-medium-n10-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-ng_dssr	seed-n060-set02-m4-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	medium	10	zero	NG_DSSR			not-applicable
pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed	seed-n060-set02-m4-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	medium	10	zero	TIME_INDEXED			not-applicable
pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wzero-time_indexed_sri	seed-n060-set02-m4-random-medium-n10-wzero	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	medium	10	zero	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m2-random-medium-n10-wnarrow	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m2-random-medium-n10-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m2-random-medium-n10-wnarrow"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m2-random-medium-n10-wnarrow		seed	seed	pricing-comparison	n060-set02	60	2	2	random	medium	10	narrow				not-applicable
pricing-n060-set02-m2-random-medium-n10-wnarrow-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-ng_dssr	seed-n060-set02-m2-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	narrow	NG_DSSR			not-applicable
pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m2.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed	seed-n060-set02-m2-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	narrow	TIME_INDEXED			not-applicable
pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m2.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m2-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m2-random-medium-n10-wnarrow-time_indexed_sri	seed-n060-set02-m2-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	2	random	medium	10	narrow	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m3-random-medium-n10-wnarrow	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m3-random-medium-n10-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-medium-n10-wnarrow"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m3-random-medium-n10-wnarrow		seed	seed	pricing-comparison	n060-set02	60	2	3	random	medium	10	narrow				not-applicable
pricing-n060-set02-m3-random-medium-n10-wnarrow-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-ng_dssr	seed-n060-set02-m3-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	narrow	NG_DSSR			not-applicable
pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed	seed-n060-set02-m3-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	narrow	TIME_INDEXED			not-applicable
pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m3-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m3-random-medium-n10-wnarrow-time_indexed_sri	seed-n060-set02-m3-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	3	random	medium	10	narrow	TIME_INDEXED_SRI			not-applicable
seed-n060-set02-m4-random-medium-n10-wnarrow	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n060-set02-m4-random-medium-n10-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-medium-n10-wnarrow"	${WORKSPACE}/experiment-suite/formal/runs/seed-n060-set02-m4-random-medium-n10-wnarrow		seed	seed	pricing-comparison	n060-set02	60	2	4	random	medium	10	narrow				not-applicable
pricing-n060-set02-m4-random-medium-n10-wnarrow-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n060-set02-m4-random-medium-n10-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-heterogeneous/narrow/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n060-set02-m4-random-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n060-set02-m4-random-medium-n10-wnarrow-ng_dssr	seed-n060-set02-m4-random-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n060-set02	60	2	4	random	medium	10	narrow	NG_DSSR			not-applicable
